worker_id,external_id,judgments_count,missed_count,golds_count,forgiven_count,channel,country,region,city,last_ip,flagged_at,rejected_at,bonus,flag_reason,trust_overall,submission_rate
11582908,4504821,0,0,0,0,clixsense,,,,,,,0,,1.0,0
17327401,5267355,0,0,0,0,clixsense,,,,,,,0,,1.0,0
19304131,516CCC25B66F084441A29D4352C72707,0,0,0,0,neodev,,,,,,,0,,1.0,0
28173416,6528740,0,0,0,0,clixsense,,,,,,,0,,1.0,0
28786138,6612107,0,0,0,0,clixsense,,,,,,,0,,1.0,0
29732909,6668312,0,0,0,0,clixsense,,,,,,,0,,1.0,0
33256761,D993B6AE593A0E11BD9CE4BD64DFB8C1,0,0,0,0,neodev,,,,,,,0,,1.0,0
33519110,03B19902BEFD797093CA06397A287A80,0,0,0,0,neodev,,,,,,,0,,1.0,0
35603485,47ABBD26439EF0955213CA1A0E82036F,0,0,0,0,neodev,,,,,,,0,,1.0,0
36181479,8632537,4,0,0,0,clixsense,RUS,71,Yekaterinburg,213.191.27.161,,,0,,1.0,240
38575223,8AC39A6F5BFD5F9B5213CA1A0E82036F,0,0,0,0,neodev,,,,,,,0,,1.0,0
39759810,981050482DD957D6F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
40214263,B60BF8D5D63215183A7EF6E57C5562DE,15,0,0,0,neodev,UKR,25,Uzhgorod,194.44.151.213,,,0,,1.0,300
40993983,D13C14B20D05ACB0B61ED642EC5D9C7B,16,0,0,0,neodev,UKR,14,Zakotne,188.190.221.121,,,0,,1.0,195
41129156,7248A993E6AE7DF3F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
41983503,10670597,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42488337,10865508,0,0,0,0,clixsense,,,,,,,0,,1.0,0
42695200,62A2D75CB725AD47807A1C1B93AA3314,0,0,0,0,neodev,,,,,,,0,,1.0,0
42848048,6365D02A314ABE7B1469C240903A77DC,0,0,0,0,neodev,,,,,,,0,,1.0,0
43175555,3D2836156D126F7A8C872C89F84C52C0,0,0,0,0,neodev,,,,,,,0,,1.0,0
43189867,0B81724DC7C661F24F09095DD5433594,0,0,0,0,neodev,,,,,,,0,,1.0,0
43207582,C5C29C58F0AF6158494FC5F3416EDE71,0,0,0,0,neodev,,,,,,,0,,1.0,0
43250263,11183673,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43340806,5743CA1996AF79C113B45070835AF903,0,0,0,0,neodev,,,,,,,0,,1.0,0
43636927,AB4E7D59DD78A9DBB6CB1911CE467178,0,0,0,0,neodev,,,,,,,0,,1.0,0
43650017,6BA6C23B355BE41E1C4225EF31E8C1E3,0,0,0,0,neodev,,,,,,,0,,1.0,0
43723980,11574115,0,0,0,0,clixsense,,,,,,,0,,1.0,0
43776072,B3506ECECE3CC726498878444F81137D,0,0,0,0,neodev,,,,,,,0,,1.0,0
43816281,11744512,13,0,0,0,clixsense,SRB,00,Paracin,45.86.57.229,,,0,,1.0,220
43879294,9947D85CB4DC2D37F063FCF4079B2070,0,0,0,0,neodev,,,,,,,0,,1.0,0
43903067,C1EF06BB426070203C3F520A53732EBF,0,0,0,0,neodev,,,,,,,0,,1.0,0
43923531,DC370AD04799F21EBACEFE911F27E775,0,0,0,0,neodev,,,,,,,0,,1.0,0
43964465,CB188DDD155388C93A7EF6E57C5562DE,0,0,0,0,neodev,,,,,,,0,,1.0,0
